symbol,date,open_price,high_price,low_price,close_price,volume,adjusted_close,price_range,price_change,price_change_pct,volume_millions,price_volatility,price_momentum,price_gap,volume_normalized,volume_log,volume_price_ratio,price_volume_trend,day_of_week,is_monday,is_friday
CAT,2025-08-13,415.18,415.54,410.54,413.7,4403000,,5.0,-1.4800000000000182,-0.3564718917096243,4.403,0.012042969314514186,-0.3564718917096243,,0.6532737874449176,15.29779691185574,10.642978003384094,-5.453234604158864,2,0,0
CMCSA,2025-08-13,32.17,33.0,32.09,32.94,29736800,,0.9099999999999966,0.769999999999996,2.3935343487721354,29.7368,0.02828722412185255,2.3935343487721354,,4.412053591299574,17.207895927642433,902.7565270188221,41.18768997290831,2,0,0
COP,2025-08-13,93.6276,95.0955,93.4888,95.0955,7263300,,1.6067000000000036,1.4679000000000002,1.567806928726145,7.2633,0.017160538131918403,1.567806928726145,,1.0776569385302452,15.798344966659489,76.37900847043235,24.76875470113456,2,0,0
COST,2025-08-13,983.96,986.4,970.1,978.85,2352600,,16.299999999999955,-5.110000000000014,-0.5193300540672399,2.3526,0.01656571405341676,-0.5193300540672399,,0.34905562397068207,14.671032082570022,2.4034325994789802,-7.6191078846633005,2,0,0
CRM,2025-08-13,233.01,237.35,229.61,237.03,10209200,,7.739999999999981,4.02000000000001,1.7252478434402003,10.2092,0.03321745847817682,1.7252478434402003,,1.5147405747859761,16.138799930467474,43.071341180441294,27.843429775751865,2,0,0
CVX,2025-08-13,152.8683,154.2924,152.5023,154.1539,6581900,,1.7900999999999954,1.285599999999988,0.840985344901453,6.5819,0.011710079853049948,0.840985344901453,,0.9765575156901438,15.699834167351339,42.69694117372315,13.203330452125583,2,0,0
DD,2025-08-13,72.51,74.07,72.06,73.99,2587600,,2.009999999999991,1.4799999999999898,2.0410977796165906,2.5876,0.027720314439387543,2.0410977796165906,,0.3839226101277467,14.766241749610387,34.972293553182865,30.13934324841156,2,0,0
DE,2025-08-13,507.06,514.53,500.55,513.54,1853600,,13.979999999999961,6.479999999999961,1.2779552715654876,1.8536,0.027570701692107367,1.2779552715654876,,0.27501891719461713,14.43264079159088,3.6094559333255445,18.444269382224658,2,0,0
DUK,2025-08-13,123.3239,124.6822,122.8877,124.6326,3009200,,1.7944999999999993,1.3087000000000018,1.0611892747472322,3.0092,0.014551112963505041,1.0611892747472322,,0.4464754669950593,14.917185152982384,24.144565707527565,15.829956893763557,2,0,0
ECL,2025-08-13,277.77,281.96,277.16,281.83,1360600,,4.7999999999999545,4.060000000000002,1.4616409259459273,1.3606,0.017280483853547735,1.4616409259459273,,0.2018724313417113,14.123437071862694,4.827733030550331,20.643393639256423,2,0,0
EOG,2025-08-13,118.0,119.47,117.48,119.47,2951200,,1.9899999999999949,1.4699999999999989,1.245762711864406,2.9512,0.016864406779660973,1.245762711864406,,0.437869998071188,14.89772276410976,24.70243575793086,18.55902751122147,2,0,0
GE,2025-08-13,281.0,281.5,264.08,268.86,7599600,,17.420000000000016,-12.139999999999986,-4.320284697508892,7.5996,0.06199288256227763,-4.320284697508892,,1.1275538212733127,15.843606303878387,28.2660120508815,-68.44888986800122,2,0,0
GOOGL,2025-08-13,204.13,204.53,197.51,201.96,28342900,,7.02000000000001,-2.1699999999999875,-1.0630480576103403,28.3429,0.034389849605643515,-1.0630480576103403,,4.20524043383433,17.159887151137568,140.3391760744702,-18.241784704829428,2,0,0
GS,2025-08-13,745.78,748.91,732.62,744.69,1862600,,16.289999999999964,-1.0899999999999181,-0.14615570275415246,1.8626,0.02184290273270933,-0.14615570275415246,,0.27635424857935575,14.437484455953475,2.501174985564463,-2.110120686662033,2,0,0
HD,2025-08-13,399.49,407.82,398.75,407.18,5187500,,9.069999999999993,7.689999999999998,1.9249543167538605,5.1875,0.02270394753310469,1.9249543167538605,,0.7696701731479696,15.461762636292157,12.740065818556904,29.76318673135414,2,0,0
HON,2025-08-13,216.2443,218.801,216.0851,218.602,3628100,,2.7158999999999764,2.357699999999994,1.0902946343556774,3.6281,0.01255940619012837,1.0902946343556774,,0.5383017552189202,15.104219928859434,16.596828940265873,16.468049944563532,2,0,0
JNJ,2025-08-13,171.7394,173.2682,171.4416,173.1491,5878700,,1.8266000000000133,1.409700000000015,0.8208366862816658,5.8787,0.010635882039881434,0.8208366862816658,,0.8722236234958975,15.586846377101406,33.9516636240096,12.794255329761306,2,0,0
JPM,2025-08-13,293.95,294.55,287.16,290.53,8420400,,7.389999999999986,-3.420000000000016,-1.1634631740091907,8.4204,0.02514032998809317,-1.1634631740091907,,1.249336043561477,15.946168009787577,28.9828933328744,-18.552779245951275,2,0,0
KO,2025-08-13,70.69,70.77,70.23,70.46,10356500,,0.539999999999992,-0.23000000000000398,-0.32536426651577877,10.3565,0.007638987126891952,-0.32536426651577877,,1.5365954984495318,16.153124996435427,146.98410445642918,-5.255649666402904,2,0,0
LIN,2025-08-13,474.57,476.15,468.5,475.63,1797800,,7.649999999999977,1.0600000000000023,0.22336009440124793,1.7978,0.01611985586952394,0.22336009440124793,,0.26673986260923754,14.40207480935668,3.7798288585665327,3.2168487889917428,2,0,0
MCD,2025-08-13,301.7,305.31,301.4,305.07,2999100,,3.910000000000025,3.3700000000000045,1.1170036460059678,2.9991,0.012959893934371976,1.1170036460059678,,0.4449769284410748,14.91382313505669,9.830858491493755,16.658794817746475,2,0,0
META,2025-08-13,791.15,795.46,778.23,780.08,8811800,,17.230000000000018,-11.069999999999936,-1.3992289704859935,8.8118,0.02177842381343616,-1.3992289704859935,,1.3074081217822222,15.991602403807795,11.296020920931186,-22.37591336790132,2,0,0
MLM,2025-08-13,618.99,620.81,609.76,620.08,360100,,11.049999999999955,1.0900000000000318,0.17609331330070466,0.3601,0.017851661577731392,0.17609331330070466,,0.05342809240493182,12.794139826639498,0.5807315185137402,2.2529624729054523,2,0,0
MRK,2025-08-13,80.75,82.84,80.2,82.71,11043800,,2.6400000000000006,1.9599999999999937,2.427244582043336,11.0438,0.032693498452012394,2.427244582043336,,1.6385703051974065,16.217379833036084,133.52436222947648,39.3635473346757,2,0,0
MS,2025-08-13,148.15,149.08,145.39,147.76,5542000,,3.690000000000026,-0.3900000000000148,-0.26324670941614225,5.542,0.024907188660141924,-0.26324670941614225,,0.8222673926912862,15.527866184845319,37.506767731456414,-4.087659677414718,2,0,0
MSFT,2025-08-13,531.2367,531.8258,518.5176,519.7256,19619200,,13.308199999999943,-11.511100000000056,-2.166849541833246,19.6192,0.025051356579844617,-2.166849541833246,,2.91090372260716,16.792019287520983,37.74915070568007,-36.38577929961987,2,0,0
NEE,2025-08-13,71.9,72.31,71.2,72.3,8122300,,1.1099999999999994,0.3999999999999915,0.5563282336578462,8.1223,0.015438108484005553,0.5563282336578462,,1.2051069006958561,15.91012404637916,112.34163208852006,8.851251207999344,2,0,0
NEM,2025-08-13,69.65,69.85,68.32,68.56,9919400,,1.5300000000000011,-1.0900000000000034,-1.5649676956209668,9.9194,0.021966977745872234,-1.5649676956209668,,1.4717429041973917,16.110003094373408,144.68203033838972,-25.211634419048195,2,0,0
NFLX,2025-08-13,1234.0,1237.12,1203.0,1204.4399,2762400,,34.11999999999989,-29.56009999999992,-2.3954700162074487,2.7624,0.027649918962722765,-2.3954700162074487,,0.4098577130224484,14.831610787061908,2.2935141886282575,-35.52867893246576,2,0,0
NVDA,2025-08-13,182.62,183.97,179.35,181.59,179871700,,4.6200000000000045,-1.0300000000000011,-0.5640127039754689,179.8717,0.02529843390647248,-0.5640127039754689,,26.6875918040327,19.00775438248937,990.5374745305359,-10.720614945769398,2,0,0
ORCL,2025-08-13,257.17,257.67,242.64,244.18,14182100,,15.03000000000003,-12.990000000000009,-5.051133491464793,14.1821,0.05844383092895761,-5.051133491464793,,2.1042003590557723,16.46749123452429,58.08051437464166,-83.17949649510855,2,0,0
PEP,2025-08-13,146.89,149.54,146.85,149.35,6147000,,2.6899999999999977,2.460000000000008,1.6747225815235947,6.147,0.01831302335080671,1.6747225815235947,,0.9120313357764952,15.631474878570115,41.15835286240375,26.178383961660163,2,0,0
PFE,2025-08-13,24.75,25.2,24.74,25.16,40176500,,0.46000000000000085,0.41000000000000014,1.6565656565656572,40.1765,0.01858585858585862,1.6565656565656572,,5.960993486550246,17.508792830433173,1596.8402225755167,29.0044648908186,2,0,0
PG,2025-08-13,155.21,157.01,154.95,155.41,5812400,,2.0600000000000023,0.19999999999998863,0.12885767669608184,5.8124,0.013272340699697198,0.12885767669608184,,0.8623866822949895,15.575504296474634,37.400424683096325,2.007023297013562,2,0,0
PLD,2025-08-13,105.12,106.54,104.54,106.19,2679200,,2.0,1.0699999999999932,1.0178843226788368,2.6792,0.01902587519025875,1.0178843226788368,,0.3975133162213089,14.801029173707807,25.23024766927206,15.065735555429274,2,0,0
SBUX,2025-08-13,92.5692,94.0693,92.1321,93.5627,6493400,,1.9372000000000043,0.9935000000000116,1.0732511461695808,6.4934,0.02092704700915644,1.0732511461695808,,0.9634267570735471,15.686296988400814,69.40158845351833,16.83533622195762,2,0,0
SLB,2025-08-13,32.99,33.55,32.82,33.55,10370400,,0.7299999999999969,0.5599999999999952,1.6974840860866782,10.3704,0.022127917550772865,1.6974840860866782,,1.5386578435881837,16.154466248696263,309.1028315946349,27.421949376386266,2,0,0
SO,2025-08-13,93.1514,94.1138,92.6653,94.0443,5478100,,1.4484999999999957,0.8929000000000116,0.9585470535064546,5.4781,0.015549954160645956,0.9585470535064546,,0.8127865398596419,15.516269066021101,58.250207614921905,14.873073994647875,2,0,0
T,2025-08-13,28.5,28.59,28.36,28.4,26382700,,0.23000000000000043,-0.10000000000000142,-0.3508771929824611,26.3827,0.008070175438596507,-0.3508771929824611,,3.914405258238253,17.08821908818499,928.9683098591549,-5.99586634673166,2,0,0
TSLA,2025-08-13,341.5,348.98,338.2,339.38,67838900,,10.78000000000003,-2.1200000000000045,-0.620790629575404,67.8389,0.03156661786237198,-0.620790629575404,,10.065268030682947,18.03264634943463,199.89068301019506,-11.194497880176133,2,0,0
UPS,2025-08-13,86.4769,86.6633,84.7887,86.5456,13633200,,1.874600000000001,0.06869999999999266,0.0794431807800611,13.6332,0.021677465311545636,0.0794431807800611,,2.022759981602101,16.428018625696343,157.52620583830952,1.3050940535394056,2,0,0
WMT,2025-08-13,101.912,102.5704,100.615,100.7547,19398500,,1.9554000000000116,-1.1573000000000064,-1.1355875657430003,19.3985,0.019187141847868863,-1.1355875657430003,,2.8781584296502913,16.78070635300699,192.53196128815827,-19.05596147885931,2,0,0
XOM,2025-08-13,105.0227,106.608,104.7651,106.608,17958700,,1.8429000000000002,1.5853000000000037,1.5094831879203292,17.9587,0.017547634939874907,1.5094831879203292,,2.6645350821228804,16.703585290828368,168.45546300465256,25.213781174498724,2,0,0
AAPL,2025-08-12,228.01,230.8,227.07,229.65,55626200,,3.730000000000018,1.6400000000000148,0.7192666988290053,55.6262,0.016358931625805966,0.7192666988290053,,8.253267852638762,17.83416488922883,242.2216416285652,12.827520906247774,1,0,0
ABBV,2025-08-12,198.09,200.02,197.05,198.64,3049800,,2.969999999999999,0.549999999999983,0.2776515725175339,3.0498,0.01499318491594729,0.2776515725175339,,0.4524992952417692,14.93058690055335,15.353403141361257,4.14550093154833,1,0,0
AMGN,2025-08-12,283.1827,283.9565,280.3259,282.6868,2200300,,3.6306000000000154,-0.495900000000006,-0.17511662965287286,2.2003,0.012820698439558685,-0.17511662965287286,,0.32645884953782695,14.604104727151608,7.783525796039999,-2.557421598916378,1,0,0
AMT,2025-08-12,206.15,206.78,203.22,204.62,1757100,,3.5600000000000023,-1.5300000000000011,-0.7421780257094354,1.7571,0.017268978898860064,-0.7421780257094354,,0.26070119734714164,14.379175849865394,8.587137132245138,-10.67190834358189,1,0,0
AMZN,2025-08-12,222.23,223.5,219.05,221.47,37185800,,4.449999999999989,-0.7599999999999909,-0.3419880304189313,37.1858,0.020024299149529717,-0.3419880304189313,,5.517262867401594,17.431437552831465,167.90445658554205,-5.961342996063428,1,0,0
BAC,2025-08-12,46.48,47.66,46.36,47.5,35481200,,1.2999999999999972,1.0200000000000031,2.1944922547332255,35.4812,0.027969018932874297,2.1944922547332255,,5.2643511031320935,17.384513564889122,746.9726315789474,38.150180370453874,1,0,0
BLK,2025-08-12,1134.33,1161.5,1131.5699,1159.61,669000,,29.93010000000004,25.279999999999973,2.2286283533010653,0.669,0.026385707862791288,2.2286283533010653,,0.09925963293223936,13.41354083387756,0.576918101775597,29.893797420541144,1,0,0
CAT,2025-08-12,411.0,418.19,409.64,412.71,2765100,,8.550000000000011,1.7099999999999795,0.416058394160579,2.7651,0.020802919708029225,0.416058394160579,,0.41025831243787,14.832587720300372,6.699861888493131,6.171222628154096,1,0,0
CMCSA,2025-08-12,31.52,32.36,31.52,32.1,19947600,,0.8399999999999999,0.5800000000000018,1.8401015228426454,19.9476,0.026649746192893398,1.8401015228426454,,2.959628481134735,16.808619443442893,621.4205607476636,30.929566234761765,1,0,0
COP,2025-08-12,93.6177,95.9881,92.7647,93.816,7524800,,3.223399999999998,0.19830000000000325,0.2118189188582963,7.5248,0.03443152309873024,0.2118189188582963,,1.116455733764596,15.83371492306681,80.20806685426793,3.3538803765144833,1,0,0
COST,2025-08-12,988.5,991.75,980.05,991.25,1588500,,11.700000000000045,2.75,0.278199291856348,1.5885,0.011836115326251943,0.278199291856348,,0.235685989406371,14.278301362216219,1.6025220680958385,3.9722133278800813,1,0,0
CRM,2025-08-12,233.0,233.67,226.48,231.66,13178000,,7.189999999999998,-1.3400000000000034,-0.5751072961373405,13.178,0.030858369098712438,-0.5751072961373405,,1.9552218875650973,16.39405940633995,56.88509021842355,-9.428343177895101,1,0,0
CVX,2025-08-12,152.3935,154.332,151.6716,152.7397,6641600,,2.6603999999999814,0.3462000000000103,0.227175043555014,6.6416,0.017457437489131634,0.227175043555014,,0.9854152138755767,15.708863606847029,43.48312848591427,3.568661774085248,1,0,0
DD,2025-08-12,70.44,72.22,69.9,71.93,3126600,,2.319999999999993,1.490000000000009,2.1152754116979122,3.1266,0.032935831913685314,2.1152754116979122,,0.4638941230582056,14.955457029961554,43.46725983595162,31.634910526182363,1,0,0
DE,2025-08-12,509.19,513.48,501.77,505.85,1285800,,11.710000000000036,-3.339999999999975,-0.655943753805058,1.2858,0.022997309452267398,-0.655943753805058,,0.19077434383299455,14.06689242841535,2.541860235247603,-9.227090223866712,1,0,0
DUK,2025-08-12,124.3252,124.5037,122.3027,123.4032,3826300,,2.2009999999999934,-0.921999999999997,-0.7416034721842371,3.8263,0.01770357095745668,-0.7416034721842371,,0.5677087197139423,15.157409098130387,31.006489296873987,-11.24078721649044,1,0,0
ECL,2025-08-12,274.69,276.66,270.57,276.62,1209700,,6.090000000000032,1.9300000000000068,0.702610215151628,1.2097,0.022170446685354516,0.702610215151628,,0.17948337512426,14.005883779598834,4.373147277854096,9.840677015772634,1,0,0
EOG,2025-08-12,117.07,119.93,116.67,118.01,2902100,,3.260000000000005,0.9400000000000119,0.80293841291536,2.9021,0.027846587511745156,0.80293841291536,,0.4305850235166694,14.880945515404376,24.591983730192357,11.948482774818732,1,0,0
GE,2025-08-12,276.04,280.54,275.7,279.63,3630100,,4.840000000000032,3.589999999999975,1.3005361541805445,3.6301,0.017533690769453818,1.3005361541805445,,0.5385984955266399,15.104771029545422,12.981797375102815,19.644300824542707,1,0,0
GOOGL,2025-08-12,201.37,204.5,200.59,203.34,30397900,,3.9099999999999966,1.9699999999999989,0.9782986542186021,30.3979,0.019416993593881892,0.9782986542186021,,4.5101411000163205,17.22988411794003,149.49296744369036,16.855972444923196,1,0,0
GS,2025-08-12,725.28,748.14,724.35,743.38,2418100,,23.789999999999964,18.100000000000023,2.4955879108758032,2.4181,0.032801125082726625,2.4955879108758032,,0.3587738690485022,14.69849307934243,3.2528451128628695,36.68138163689863,1,0,0
HD,2025-08-12,391.42,396.38,389.0,396.0,2911300,,7.3799999999999955,4.579999999999984,1.170098615298141,2.9113,0.018854427469214643,1.170098615298141,,0.43195002893218,14.88411061827542,7.351767676767677,17.415877224388424,1,0,0
HON,2025-08-12,215.5181,216.1548,214.4337,215.8862,4349900,,1.721100000000007,0.3680999999999983,0.17079771954188458,4.3499,0.00798587218428525,0.17079771954188458,,0.6453953322749596,15.285663644185195,20.14904148574573,2.6107564921111246,1,0,0
JNJ,2025-08-12,172.7321,173.4866,170.5581,171.521,7916700,,2.928500000000014,-1.211100000000016,-0.7011435627772811,7.9167,0.01695399986453018,-0.7011435627772811,,1.174601997062271,15.884485136609516,46.155864296500134,-11.137304501565163,1,0,0
JPM,2025-08-12,291.5,294.75,290.34,292.85,8570900,,4.410000000000025,1.3500000000000227,0.4631217838765087,8.5709,0.01512864493996578,0.4631217838765087,,1.2716657517173846,15.963883419236783,29.267201639064368,7.393222166713558,1,0,0
KO,2025-08-12,70.82,71.06,70.22,70.71,11061100,,0.8400000000000034,-0.10999999999999943,-0.15532335498446687,11.0611,0.011861056198813945,-0.15532335498446687,,1.641137108859182,16.21894509702433,156.42907650968746,-2.5191809667786886,1,0,0
LIN,2025-08-12,470.5,474.48,469.94,473.23,1347700,,4.5400000000000205,2.730000000000018,0.5802337938363482,1.3477,0.009649309245483571,0.5802337938363482,,0.19995845635691925,14.113910735761873,2.8478752403693766,8.189367972078676,1,0,0
MCD,2025-08-12,305.17,305.5,299.89,301.64,3438300,,5.610000000000014,-3.5300000000000296,-1.1567323131369498,3.4383,0.01838319625126983,-1.1567323131369498,,0.5101411000163207,15.050488011994263,11.398687176767007,-17.409385811954056,1,0,0
META,2025-08-12,773.0,793.67,772.43,790.0,14563100,,21.24000000000001,17.0,2.1992238033635187,14.5631,0.027477360931435976,2.1992238033635187,,2.160729387676375,16.49400155882486,18.434303797468356,36.274000840882614,1,0,0
MLM,2025-08-12,600.46,617.4,598.81,615.43,477900,,18.590000000000032,14.969999999999914,2.4930886320487478,0.4779,0.030959597641807998,2.4930886320487478,,0.0709060965296221,13.077158877052028,0.7765302308954715,32.60251613587378,1,0,0
MRK,2025-08-12,80.47,80.94,79.67,80.3,7852700,,1.269999999999996,-0.1700000000000017,-0.2112588542313927,7.8527,0.015782279110227365,-0.2112588542313927,,1.1651063072152406,15.876368107010991,97.7920298879203,-3.3540233356429674,1,0,0
MS,2025-08-12,145.07,148.23,144.82,147.29,7111600,,3.4099999999999966,2.219999999999999,1.5302957193079196,7.1116,0.0235058937064865,1.5302957193079196,,1.055149186189706,15.777237952239876,48.28297915676556,24.14383970081513,1,0,0
MSFT,2025-08-12,522.8904,530.1085,521.8422,528.3714,18667000,,8.266300000000001,5.4809999999999945,1.0482120153668903,18.667,0.01580885784095482,1.0482120153668903,,2.7696256621018116,16.742267870585206,35.329315704824296,17.549446346438454,1,0,0
NEE,2025-08-12,72.69,72.78,71.14,71.86,8671100,,1.6400000000000006,-0.8299999999999983,-1.141835190535147,8.6711,0.02256156280093549,-1.141835190535147,,1.2865324411341414,15.975506330313603,120.66657389368216,-18.24139531456908,1,0,0
NEM,2025-08-12,69.04,69.48,68.28,68.93,5883100,,1.2000000000000028,-0.10999999999999943,-0.15932792584009187,5.8831,0.017381228273464697,-0.15932792584009187,,0.8728764521728809,15.58759456181073,85.34890468591324,-2.483539110369599,1,0,0
NFLX,2025-08-12,1225.0,1231.99,1206.51,1225.28,2278800,,25.480000000000018,0.2799999999999727,0.02285714285714063,2.2788,0.020800000000000016,0.02285714285714063,,0.3381059066158252,14.639159985415734,1.85981979629146,0.3346093710951842,1,0,0
NVDA,2025-08-12,182.96,184.48,179.46,183.16,145485700,,5.019999999999982,0.19999999999998863,0.10931351114997193,145.4857,0.02743769129864441,0.10931351114997193,,21.585735693407916,18.795588364832437,794.3093470189998,2.054611758289393,1,0,0
ORCL,2025-08-12,252.58,257.87,251.08,253.86,9998400,,6.789999999999992,1.2800000000000011,0.5067701322353317,9.9984,0.02688257185842106,0.5067701322353317,,1.4834641463523197,16.117935738172953,39.3854880642874,8.168088425394487,1,0,0
PEP,2025-08-12,145.55,147.01,144.72,146.87,7668700,,2.289999999999992,1.3199999999999932,0.9069048436963194,7.6687,0.015733424939883146,0.9069048436963194,,1.1378061989050283,15.852657797852894,52.214203036699125,14.376852142333018,1,0,0
PFE,2025-08-12,24.66,24.77,24.47,24.65,34402700,,0.3000000000000007,-0.010000000000001563,-0.04055150040552134,34.4027,0.01216545012165453,-0.04055150040552134,,5.104333892194246,17.353645636703153,1395.6470588235295,-0.7037163680740416,1,0,0
PG,2025-08-12,155.06,155.54,154.31,155.09,6938000,,1.2299999999999898,0.030000000000001137,0.019347349413131133,6.938,0.007932413259383398,0.019347349413131133,,1.0293921274796363,15.752524250645578,44.735314978399636,0.3047695908160617,1,0,0
PLD,2025-08-12,104.3,104.94,103.41,104.81,2847100,,1.5300000000000011,0.5100000000000051,0.48897411313519185,2.8471,0.01466922339405562,0.48897411313519185,,0.42242466505437765,14.861811841570503,27.164392710619214,7.267041264814029,1,0,0
SBUX,2025-08-12,92.8275,94.2283,92.4699,92.758,9669300,,1.7584000000000088,-0.069500000000005,-0.07487005467130431,9.6693,0.018942662465325565,-0.07487005467130431,,1.4346355287170434,16.08446657939794,104.24222169516376,-1.204244892158291,1,0,0
SLB,2025-08-12,32.48,33.24,32.47,32.94,10286500,,0.7700000000000031,0.46000000000000085,1.4162561576354709,10.2865,0.023706896551724237,1.4162561576354709,,1.5262095876793424,16.146343011111213,312.2799028536733,22.867357712780706,1,0,0
SO,2025-08-12,93.9054,93.9352,92.5462,93.2209,7908600,,1.3889999999999958,-0.6844999999999999,-0.7289250671420386,7.9086,0.014791481640033436,-0.7289250671420386,,1.173400198816006,15.883461459373233,84.83719852522343,-11.577853210721617,1,0,0
T,2025-08-12,28.14,28.7,28.14,28.48,30755100,,0.5599999999999987,0.33999999999999986,1.208244491826581,30.7551,0.019900497512437765,1.208244491826581,,4.563138918975059,17.241566424638073,1079.8841292134832,20.832027663031067,1,0,0
TSLA,2025-08-12,345.0,345.26,332.94,340.84,80522100,,12.319999999999993,-4.160000000000025,-1.2057971014492825,80.5221,0.035710144927536214,-1.2057971014492825,,11.947076366118191,18.204042251291625,236.24603919727733,-21.950381381267714,1,0,0
UPS,2025-08-12,85.0243,86.6437,84.8967,85.8095,7308600,,1.7469999999999999,0.7852000000000032,0.9235006933312044,7.3086,0.020547067132572688,0.9235006933312044,,1.0843781065000964,15.804562431741205,85.17238767269359,14.595524363509309,1,0,0
WMT,2025-08-12,104.0071,104.0669,103.1291,103.3785,17915300,,0.93780000000001,-0.6285999999999916,-0.6043818162413832,17.9153,0.009016692129672012,-0.6043818162413832,,2.658095817445363,16.701165710142984,173.29812291724102,-10.093880865244527,1,0,0
XOM,2025-08-12,105.3596,106.2909,104.8047,105.1515,14109400,,1.4861999999999966,-0.20810000000000173,-0.19751403763871703,14.1094,0.014105976104692849,-0.19751403763871703,,2.0934138488701612,16.46235187076629,134.1816331673823,-3.251545587024337,1,0,0
AAPL,2025-08-11,227.92,229.56,224.76,227.18,61806100,,4.800000000000011,-0.7399999999999807,-0.3246753246753162,61.8061,0.02106002106002111,-0.3246753246753162,,9.170180566477248,17.939512639238103,272.0578395985562,-5.824517090661569,0,1,0
ABBV,2025-08-11,198.18,199.43,196.89,198.64,6067800,,2.5400000000000205,0.45999999999997954,0.2321122212130283,6.0678,0.012816631345241802,0.2321122212130283,,0.9002804195907951,15.618506823922681,30.546717680225534,3.625246310931533,0,1,0
AMGN,2025-08-11,287.4084,289.3923,282.4289,282.7959,1856800,,6.963399999999979,-4.6124999999999545,-1.604859148166844,1.8568,0.024228241067414797,-1.604859148166844,,0.27549370168696863,14.434365672503185,6.565866053927938,-23.165123797502197,0,1,0
AMT,2025-08-11,205.93,207.88,204.85,206.08,2339200,,3.030000000000001,0.15000000000000568,0.07284028553392205,2.3392,0.014713737677851703,0.07284028553392205,,0.3470674639089601,14.665319976034086,11.350931677018634,1.0682260945006536,0,1,0
AMZN,2025-08-11,221.78,223.05,220.4,221.3,31646200,,2.6500000000000057,-0.47999999999998977,-0.21643069708719892,31.6462,0.011948778068356054,-0.21643069708719892,,4.695351563079571,17.270128667754513,143.00135562584725,-3.737785986347727,0,1,0
BAC,2025-08-11,46.06,46.52,45.81,46.16,35559400,,0.7100000000000009,0.09999999999999432,0.21710811984366982,35.5594,0.015414676508901451,0.21710811984366982,,5.2759536491639345,17.3867151236987,770.3509532062392,3.774797030763724,0,1,0
BLK,2025-08-11,1125.0,1133.08,1121.78,1127.9301,575600,,11.299999999999955,2.9301000000000386,0.26045333333333676,0.5756,0.010044444444444404,0.26045333333333676,,0.08540186056172941,13.263169991311422,0.5103153112058982,3.454436834803743,0,1,0
CAT,2025-08-11,416.98,418.29,406.8,408.54,3416000,,11.490000000000009,-8.439999999999998,-2.0240778934241446,3.416,0.027555278430620195,-2.0240778934241446,,0.5068324455852461,15.043981126630602,8.361482351789299,-30.450189627503057,0,1,0
CMCSA,2025-08-11,31.69,32.09,31.03,31.41,19954700,,1.0600000000000023,-0.28000000000000114,-0.8835594824865924,19.9547,0.03344903755127807,-0.8835594824865924,,2.96068190922714,16.808975312639358,635.2976758993951,-14.85172952836554,0,1,0
COP,2025-08-11,93.8359,94.7186,92.1101,92.7647,6491400,,2.6084999999999923,-1.0711999999999904,-1.141567353219813,6.4914,0.02779852913437173,-1.141567353219813,,0.9631300167658274,15.685988935953683,69.97704945954656,-17.906612872251916,0,1,0
COST,2025-08-11,983.16,989.58,976.32,988.74,2290100,,13.259999999999991,5.580000000000041,0.5675576711827212,2.2901,0.013487123153911868,0.5675576711827212,,0.33978248935444144,14.644106479361328,2.3161801889273215,8.311374969978113,0,1,0
CRM,2025-08-11,238.92,241.87,231.57,232.68,10740100,,10.300000000000011,-6.239999999999981,-2.6117528879959737,10.7401,0.04311066465762604,-2.6117528879959737,,1.5935102894701703,16.18949505109761,46.15824308062575,-42.2829604549007,0,1,0
CVX,2025-08-11,153.6298,154.2133,151.3057,151.7606,6169700,,2.907600000000002,-1.869199999999978,-1.21669103259913,6.1697,0.01892601565581679,-1.21669103259913,,0.9153993382691138,15.635160934415598,40.65416188391453,-19.023160102147692,0,1,0
DD,2025-08-11,70.68,70.96,69.52,69.9,3754300,,1.4399999999999977,-0.7800000000000011,-1.1035653650254684,3.7543,0.020373514431239356,-1.1035653650254684,,0.5570260686360332,15.138412674054372,53.70958512160229,-16.70622790854899,0,1,0
DE,2025-08-11,512.47,515.29,502.37,506.98,1098000,,12.919999999999959,-5.490000000000009,-1.0712822213983275,1.098,0.02521123187698784,-1.0712822213983275,,0.1629104289381148,13.90900181179801,2.165765907925362,-14.900466358376335,0,1,0
DUK,2025-08-11,124.6127,124.8804,123.8394,124.4839,2244500,,1.0409999999999968,-0.12879999999999825,-0.10336025140294548,2.2445,0.008353883673172934,-0.10336025140294548,,0.33301681033843233,14.623993782737552,18.030444097590127,-1.5115396738988651,0,1,0
ECL,2025-08-11,273.0,274.0,271.57,273.5,943600,,2.430000000000007,0.5,0.18315018315018314,0.9436,0.008901098901098926,0.18315018315018314,,0.14000207718215404,13.757458686286185,3.450091407678245,2.5196810780743926,0,1,0
EOG,2025-08-11,116.9,117.86,115.05,116.84,3043100,,2.8100000000000023,-0.060000000000002274,-0.051325919589394586,3.0431,0.024037639007698907,-0.051325919589394586,,0.4515052152109082,14.928387619258304,26.045018829168093,-0.7662132225453654,0,1,0
GE,2025-08-11,275.15,276.41,272.55,275.2,3360100,,3.8600000000000136,0.05000000000001137,0.018171906232967973,3.3601,0.014028711611848134,0.018171906232967973,,0.4985385539844805,15.027481591011417,12.209665697674419,0.27307798638951186,0,1,0
