symbol,date,open_price,high_price,low_price,close_price,volume,adjusted_close,price_range,price_change,price_change_pct,volume_millions,price_volatility,price_momentum,price_gap,volume_normalized,volume_log,volume_price_ratio,price_volume_trend,day_of_week,is_monday,is_friday
COST,2025-08-27,940.49,952.0,937.22,949.52,1891600,,14.779999999999973,9.029999999999973,0.9601378005082428,1.8916,0.015715212282958854,0.9601378005082428,,0.28065698304129144,14.45293411840471,1.99216446204398,13.876808375335639,2,0,0
CRM,2025-08-27,245.75,250.37,245.61,250.16,6501400,,4.759999999999991,4.409999999999997,1.7945066124109854,6.5014,0.01936927772126141,1.7945066124109854,,0.9646137183044259,15.687528250102327,25.98896706108091,28.15137317719276,2,0,0
CVX,2025-08-27,157.4,159.99,157.21,159.24,7482100,,2.780000000000001,1.8400000000000034,1.1689961880559108,7.4821,0.017662007623888188,1.1689961880559108,,1.1101203281947802,15.828024192863538,46.98630997236875,18.50289994591421,2,0,0
DD,2025-08-27,77.09,78.04,76.97,77.83,1606900,,1.0700000000000074,0.7399999999999949,0.9599169801530613,1.6069,0.013879880658970131,0.9599169801530613,,0.23841600023739223,14.289818037345912,20.64628035461904,13.717038977345831,2,0,0
DE,2025-08-27,486.1,493.66,485.46,493.08,912400,,8.200000000000045,6.979999999999961,1.4359185352807984,0.9124,0.01686895700473163,1.4359185352807984,,0.13537292838172674,13.72383486540229,1.8504096698304535,19.70630885836401,2,0,0
DUK,2025-08-27,123.61,123.85,122.76,123.68,2560800,,1.0899999999999892,0.07000000000000739,0.056629722514365655,2.5608,0.008818056791521634,0.056629722514365655,,0.37994629000430274,14.755830658140681,20.705045278137128,0.8356185956394763,2,0,0
ECL,2025-08-27,279.07,280.98,278.29,280.38,959500,,2.6899999999999977,1.3100000000000023,0.46941627548643794,0.9595,0.009639158634034464,0.46941627548643794,,0.14236116262852563,13.774168636638832,3.4221413795563165,6.465818939333107,2,0,0
EOG,2025-08-27,120.89,123.48,120.89,122.88,2195000,,2.5900000000000034,1.9899999999999949,1.6461245760608776,2.195,0.02142443543717432,1.6461245760608776,,0.3256724877223698,14.60169306007217,17.862955729166668,24.03620579828236,2,0,0
GE,2025-08-27,273.7,274.7,272.23,273.35,2704000,,2.4699999999999704,-0.3499999999999659,-0.12787723785164995,2.704,0.009024479356960068,-0.12787723785164995,,0.4011928960370332,14.810243085967409,9.89207975123468,-1.8938929777450084,2,0,0
GOOGL,2025-08-27,205.7,208.91,205.65,207.48,22985700,,3.259999999999991,1.7800000000000011,0.865337870685465,22.9857,0.015848322800194416,0.865337870685465,,3.410391845576344,16.950382884908375,110.78513591671486,14.667808232929962,2,0,0
GS,2025-08-27,745.97,753.0,745.02,749.67,1534800,,7.980000000000018,3.699999999999932,0.4959984985991302,1.5348,0.01069748113194903,0.4959984985991302,,0.2277185121440971,14.243911288905412,2.047300812357437,7.064958613476286,2,0,0
HD,2025-08-27,408.79,411.69,407.2,408.24,2487000,,4.490000000000009,-0.5500000000000114,-0.13454340859610348,2.487,0.01098363462902715,-0.13454340859610348,,0.36899657264944585,14.726588124876333,6.092004703115815,-1.9813653633117618,2,0,0
HON,2025-08-27,221.62,222.72,220.69,221.25,2111700,,2.030000000000001,-0.37000000000000455,-0.16695244111542484,2.1117,0.009159823120656985,-0.16695244111542484,,0.3133132539058443,14.563004341816335,9.544406779661017,-2.431329124840768,2,0,0
JNJ,2025-08-27,176.97,177.69,176.16,176.79,5949800,,1.5300000000000011,-0.18000000000000682,-0.10171215460247884,5.9498,0.00864553314121038,-0.10171215460247884,,0.8827727414353329,15.598868331584352,33.65461847389558,-1.586594507365819,2,0,0
JPM,2025-08-27,297.25,301.07,297.04,299.28,6053900,,4.029999999999973,2.0299999999999727,0.6829268292682835,6.0539,0.013557611438183256,0.6829268292682835,,0.8982180744521432,15.616213415605513,20.228214381181502,10.664731113096305,2,0,0
KO,2025-08-27,68.82,68.87,68.47,68.83,11551600,,0.4000000000000057,0.010000000000005116,0.01453065969195745,11.5516,0.005812263876780089,0.01453065969195745,,1.713912669327438,16.262334600044557,167.82798198459975,0.2363024498699924,2,0,0
LIN,2025-08-27,480.16,483.82,479.38,482.71,2259600,,4.439999999999998,2.5499999999999545,0.5310729756747656,2.2596,0.00924691769410196,0.5310729756747656,,0.3352571996617161,14.63069880698935,4.681071450767542,7.769968751629078,2,0,0
MCD,2025-08-27,313.36,315.72,311.34,311.43,3234400,,4.380000000000052,-1.9300000000000068,-0.6159050293592057,3.2344,0.013977533826908514,-0.6159050293592057,,0.4798884256442974,14.989354306485005,10.38564043284205,-9.232018704211184,2,0,0
META,2025-08-27,752.3,754.15,742.84,747.38,8264900,,11.309999999999945,-4.919999999999959,-0.6539944171208241,8.2649,0.015033896052106801,-0.6539944171208241,,1.2262644846362705,15.927528310944107,11.05849768524713,-10.416514593891314,2,0,0
MLM,2025-08-27,615.0,621.36,614.81,616.64,413400,,6.550000000000068,1.6399999999999864,0.26666666666666444,0.4134,0.010650406504065152,0.26666666666666444,,0.0613362216056618,12.932173345191563,0.6704073689673067,3.4485795587177215,2,0,0
MRK,2025-08-27,85.07,85.48,83.88,84.07,10585600,,1.6000000000000085,-1.0,-1.1755025273304338,10.5856,0.01880804043728704,-1.1755025273304338,,1.5705871006988235,16.17500523939935,125.9141191863923,-19.013759538496945,2,0,0
MS,2025-08-27,148.37,150.12,148.03,149.38,3328600,,2.0900000000000034,1.009999999999991,0.6807306059176321,3.3286,0.014086405607602638,0.6807306059176321,,0.4938648941378952,15.018062653561325,22.282768777614137,10.223254889867762,2,0,0
MSFT,2025-08-27,502.0,507.29,499.9,506.74,17257200,,7.390000000000043,4.740000000000009,0.9442231075697228,17.2572,0.01472111553784869,0.9442231075697228,,2.5604534191901958,16.663740063609296,34.05533409638079,15.73428842659526,2,0,0
NEE,2025-08-27,74.91,75.01,73.4,73.89,10116600,,1.6099999999999994,-1.019999999999996,-1.3616339607528982,10.1166,0.021492457615805628,-1.3616339607528982,,1.501001498538554,16.12968829584156,136.91433211530654,-21.96273135997641,2,0,0
NEM,2025-08-27,71.91,72.55,71.49,72.39,8988200,,1.0600000000000023,0.480000000000004,0.6675010429703851,8.9882,0.014740648032262584,0.6675010429703851,,1.3335806169230997,16.01142327518817,124.1635585025556,10.687641735628405,2,0,0
NFLX,2025-08-27,1223.61,1229.21,1213.0,1223.5,1661300,,16.210000000000036,-0.10999999999989996,-0.008989792499235864,1.6613,0.013247685128431476,-0.008989792499235864,,0.24648733660736807,14.32311158831263,1.3578259092766654,-0.12876180112233115,2,0,0
NVDA,2025-08-27,181.98,182.49,179.1,181.6,231931800,,3.390000000000015,-0.37999999999999545,-0.20881415540169002,231.9318,0.018628420705572125,-0.20881415540169002,,34.41175685099186,19.261953925208623,1277.157488986784,-4.022168640278706,2,0,0
ORCL,2025-08-27,235.0,236.53,232.68,235.81,5632900,,3.8499999999999943,0.8100000000000023,0.3446808510638308,5.6329,0.016382978723404232,0.3446808510638308,,0.8357542396771466,15.544135142717971,23.88745176201179,5.357765730043231,2,0,0
PEP,2025-08-27,147.0,147.79,146.31,147.64,8091500,,1.4799999999999898,0.6399999999999864,0.43537414965985466,8.0915,0.010068027210884284,0.43537414965985466,,1.2005370999569727,15.906324809525549,54.805608236250336,6.925202638160635,2,0,0
PFE,2025-08-27,25.01,25.17,24.85,25.07,31815200,,0.3200000000000003,0.05999999999999872,0.23990403838464103,31.8152,0.012794882047181138,0.23990403838464103,,4.7204261190818855,17.275454752403707,1269.0546469884323,4.144451360032789,2,0,0
PG,2025-08-27,156.15,157.13,155.79,156.96,4550500,,1.3400000000000034,0.8100000000000023,0.5187319884726239,4.5505,0.008581492154979208,0.5187319884726239,,0.6751583851392454,15.330747894755595,28.991462793068298,7.952549340219062,2,0,0
PLD,2025-08-27,112.78,114.2,112.12,112.68,3451400,,2.0799999999999983,-0.09999999999999432,-0.08866820358219038,3.4514,0.018442986345096633,-0.08866820358219038,,0.5120847490318847,15.054290793533072,30.630102946396875,-1.3348369208664848,2,0,0
SBUX,2025-08-27,86.63,88.31,86.5,87.66,7675900,,1.8100000000000023,1.0300000000000011,1.1889645619300486,7.6759,0.02089345492323678,1.1889645619300486,,1.1388744640128192,15.85359623868419,87.56445357061374,18.849364106943014,2,0,0
SLB,2025-08-27,35.27,36.22,35.22,35.98,13563200,,1.0,0.7099999999999937,2.0130422455344306,13.5632,0.02835270768358378,2.0130422455344306,,2.0123740708319113,16.422870874565188,376.9649805447471,33.0599328634567,2,0,0
SO,2025-08-27,93.19,93.46,92.81,93.28,3089900,,0.6499999999999915,0.09000000000000341,0.09657688593197061,3.0899,0.006974997317308633,0.09657688593197061,,0.45844893841154916,14.943649609525723,33.125,1.443211143746503,2,0,0
T,2025-08-27,28.5,29.08,28.5,29.06,28014500,,0.5799999999999983,0.5599999999999987,1.9649122807017498,28.0145,0.020350877192982397,1.9649122807017498,,4.156515675306755,17.1482328269364,964.0227116311081,33.69477327398022,2,0,0
TSLA,2025-08-27,351.94,355.39,349.16,349.6,65103700,,6.229999999999961,-2.339999999999975,-0.6648860601238776,65.1037,0.01770188100244349,-0.6648860601238776,,9.659445985845487,17.991491956561305,186.22339816933638,-11.96229220274848,2,0,0
UPS,2025-08-27,87.61,88.05,87.15,87.86,5476100,,0.8999999999999915,0.25,0.28535555301906174,5.4761,0.010272799908686125,0.28535555301906174,,0.8124897995519221,15.515903909340182,62.32756658320054,4.42754934064039,2,0,0
